
新闻,#genre#
<英国>History,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1413
<英国>CNBC,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1414
<英国>Aljazeera,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1415
<英国>Tv3 virgin,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1416
<英国>Home,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1417
<英国>Dave,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1418
<英国>Film 4,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1419
<英国>More 4,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1420
<英国>Food Network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1421
<英国>Gold,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1422
<英国>Syfy,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1423
<英国>Discovery,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1424
<英国>Discovery science,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1425
<英国>Discovery investigation,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1426
<英国>Tg4,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1427
<英国>Real live,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1428
<英国>Cartoonito,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1429
<英国>Watch,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1430
<英国>Challenge,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1431
<英国>Vault,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1432
<英国>Pick,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1433
<英国>Nat Geo Wild,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1434
<英国>Nick jr,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1435
<英国>Quest,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1436
<英国>BBC World News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=421
<英国>Sky News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1041
<英国>Sky News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=169
<英国>BBC News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=164
<英国>BBC World News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1308
<英国>Sky Sport 2,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=171
<英国>Sky Sports 1,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=172
<英国>Sky Sports F1,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=182
<英国>Sky Sport 3,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=183
<英国>Sky Sport 4,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=417
<英国>Sky Sport 5,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=418
<英国>Nickelodeon UK,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1305

意大利,#genre#
意大利┃TOP CALCIO 24,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1595
意大利┃Rai Italia,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1596
意大利┃Sky sport uno,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1597
意大利┃Sky sport serie A,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1598
意大利┃Inter TV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1599
意大利┃AGR TV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1600
意大利┃Deejay TV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1601
意大利┃Style Channel,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1602
意大利┃Babayaga TV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1603
意大利┃Rai News 24,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1604

北美,#genre#
<美国>E,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1536
<美国>Syfy,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1537
<美国>HGTV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1538
<美国>NBCGolf,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1539
<美国>lawandcrime,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1540
<美国>Msnbc,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1541
<美国>Goltv,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1542
<美国>TVG,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1543
<美国>Willow Cricket,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1544
<美国>TBS,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1545
<美国>MTV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1546
<美国>PBS,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1547
<美国>SundanceTV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1548
<美国>truTV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1549
<美国>WE TV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1550
<美国>FX,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1551
<美国>FXX,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1552
<美国>Lifetime,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1553
<美国>Bet,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1554
<美国>CNBC,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1555
<美国>Comedy,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1556
<美国>CW,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1557
<美国>Animal,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1558
<美国>AE,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1559
<美国>Freeform,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1560
<美国>FX Movie,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1561
<美国>Game Show Network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1562
<美国>HLN,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1563
<美国>Investigation Discovery,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1564
<美国>Lifetime Movie Network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1565
<美国>Motor Trend,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1566
<美国>Science,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1567
<美国>Showtime,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1568
<美国>StarZ,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1569
<美国>Telemundo,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1570
<美国>USA Network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1571
<美国>wwe-network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1572
<美国>Nickelodeon,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1573
<美国>One America News Network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1574
<美国>Oprah Winfrey Network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1575
<美国>Oxygen,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1576
<美国>Paramount,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1577
<美国>DisneyJr,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1578
<美国>DisneyXD,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1579
<美国>Destination Americ,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1580
<美国>Disney,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1581
<美国>FOXHD,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1506
<美国>CNN,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1507
<美国>ABC News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1508
<美国>NBC,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1509
<美国>Fox News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1510
<美国>Fox Business,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1511
<美国>Hbo Family,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1512
<美国>Hbo East,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1513
<美国>Hbo One,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1514
<美国>Travel ch,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1515
<美国>Coking,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1516
<美国>Bloomberg,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1517
<美国>Cinemax,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1518
<美国>Tennis chan,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1519
<美国>Nat Geo,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1520
<美国>Nat Geo Wild,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1521
<美国>Babytv,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1522
<美国>Mlb net,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1523
<美国>TNT,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1524
<美国>Bravo,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1525
<美国>Food network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1526
<美国>Fight network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1527
<美国>Diy network,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1528
<美国>Discovery,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1529
<美国>History,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1530
<美国>World Fishing,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1531
<美国>VH1,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1532
<美国>TLC,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1533
<美国>NHL net,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1534
<美国>Hallmark,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1535
<美国>CNN頭條新聞,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=43
<美国>CNN國際新聞,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=420
<美国>ABC News,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=189
<美国>NBC2,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=460
<美国>Newsmax,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=156
<美国>First TV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1143
<美国>People,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=143
<美国>Right Now,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=144
<美国>Bloomberg Television,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1058
<美国>American Horrors,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1054
<美国>30A TV,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1052
<美国>Atlanta,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1055
<美国>Panama City,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1056
<美国>Pawleys Island,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1057
<美国>NewsNet,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=1216
<美国>BT Sport ESPN,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=168
<美国>BT Sport 2,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=166
<美国>BT Sport 3,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=167
<美国>BT Sport 1,http://jxszzo8.vipcrtv.tk/wukong/crtv.php?id=165
